0,0,0,0,0,0,0,0,0,      0,0,0,0,1,0,0,0,0,   0
0,0,0,0,-1,0,0,0,0,     0,0,0,0,0,0,0,0,1,   0
0,0,0,0,1,0,0,0,-1,     0,0,0,1,0,0,0,0,0,   0
0,0,0,-1,-1,0,0,0,1,    1,0,0,0,0,0,0,0,0,   0
-1,0,0,1,1,0,0,0,-1,    0,0,0,0,0,0,0,1,0,   0
1,0,0,-1,-1,0,0,-1,1,   0,1,0,0,0,0,0,0,0,   0
-1,-1,0,1,1,0,0,1,-1,   0,0,1,0,0,0,0,0,0,   0
1,1,-1,-1,-1,0,0,-1,1,  0,0,0,0,0,1,0,0,0,   0
-1,-1,1,1,1,-1,0,1,-1,  0,0,0,0,0,0,1,0,0,   0
0,0,0,0,0,0,0,0,0,      0,1,0,0,0,0,0,0,0,   0
0,-1,0,0,0,0,0,0,0,     0,0,0,0,0,0,0,0,1,   0
0,1,0,0,0,0,0,0,-1,     1,0,0,0,0,0,0,0,0,   0
-1,-1,0,0,0,0,0,0,1,    0,0,0,0,1,0,0,0,0,   0
1,1,0,0,-1,0,0,0,-1,    0,0,0,0,0,1,0,0,0,   0
-1,-1,0,0,1,-1,0,0,1,   0,0,0,1,0,0,0,0,0,   0
1,1,0,-1,-1,1,0,0,-1,   0,0,0,0,0,0,1,0,0,   0
-1,-1,0,1,1,-1,-1,0,1,  0,0,1,0,0,0,0,0,0,   0
1,1,-1,-1,-1,1,1,0,-1,  0,0,0,0,0,0,0,1,0,   0
0,0,0,0,0,0,0,0,0,      0,0,0,0,0,1,0,0,0,   1
0,0,0,0,0,-1,0,0,0,     0,0,0,1,0,0,0,0,0,  -1
0,0,0,-1,0,1,0,0,0,     0,0,1,0,0,0,0,0,0,   1
0,0,-1,1,0,-1,0,0,0,    0,0,0,0,0,0,0,0,1,  -1  'O' started, 'X' turn, but show move for 'O'
0,0,1,-1,0,1,0,0,-1,    0,0,0,0,0,0,1,0,0,   1
0,0,-1,1,0,-1,-1,0,1,   0,0,0,0,0,0,0,1,0,  -1
0,0,1,-1,0,1,1,-1,-1,   0,0,0,0,1,0,0,0,0,   1
0,0,0,0,0,0,0,0,0,      0,0,0,0,0,0,1,0,0,   1
0,0,0,0,0,0,-1,0,0,     0,0,1,0,0,0,0,0,0,  -1
0,0,-1,0,0,0,1,0,0,     0,0,0,0,0,0,0,0,1,   1
0,0,1,0,0,0,-1,0,-1,    1,0,0,0,0,0,0,0,0,  -1
-1,0,-1,0,0,0,1,0,1,    0,0,0,0,0,0,0,1,0,   1
0,0,0,0,0,0,0,0,0,      0,0,0,1,0,0,0,0,0,   0
0,0,0,-1,0,0,0,0,0,     0,0,0,0,0,0,0,1,0,   0
0,0,0,1,0,0,0,-1,0,     1,0,0,0,0,0,0,0,0,   0
-1,0,0,-1,0,0,0,1,0,    0,0,0,0,0,1,0,0,0,   0
1,0,0,1,0,-1,0,-1,0,    0,0,0,0,1,0,0,0,0,   0
-1,0,0,-1,-1,1,0,1,0,   0,0,0,0,0,0,1,0,0,   0
1,0,0,1,1,-1,-1,-1,0,   0,0,1,0,0,0,0,0,0,   0
-1,0,-1,-1,-1,1,1,1,0,  0,1,0,0,0,0,0,0,0,   0
1,-1,1,1,1,-1,-1,-1,0,  0,0,0,0,0,0,0,0,1,   0
0,0,0,0,0,0,0,0,0,      0,1,0,0,0,0,0,0,0,  -1
0,-1,0,0,0,0,0,0,0,     0,0,0,0,0,1,0,0,0,   1
0,1,0,0,0,-1,0,0,0,     0,0,0,0,0,0,0,0,1,  -1
0,-1,0,0,0,1,0,0,-1,    0,0,0,1,0,0,0,0,0,   1
0,1,0,-1,0,-1,0,0,1,    0,0,1,0,0,0,0,0,0,  -1
0,-1,-1,1,0,1,0,0,-1,   0,0,0,0,1,0,0,0,0,   1
0,0,0,0,0,0,0,0,0,      0,1,0,0,0,0,0,0,0,  -1
0,-1,0,0,0,0,0,0,0,     0,0,0,0,0,0,0,0,1,   1
0,1,0,0,0,0,0,0,-1,     0,0,0,0,0,0,1,0,0,  -1
0,-1,0,0,0,0,-1,0,1,    0,0,0,1,0,0,0,0,0,   1
0,1,0,-1,0,0,1,0,-1,    0,0,0,0,0,0,0,1,0,  -1
0,-1,0,1,0,0,-1,-1,1,   0,0,0,0,1,0,0,0,0,   1
0,1,0,-1,-1,0,1,1,-1,   1,0,0,0,0,0,0,0,0,  -1
-1,-1,0,1,1,0,-1,-1,1,  0,0,0,0,0,1,0,0,0,   1
0,0,0,0,0,0,0,0,0,      0,0,0,0,1,0,0,0,0,   0
0,0,0,0,-1,0,0,0,0,     0,0,0,0,0,0,1,0,0,   0
0,0,0,0,1,0,-1,0,0,     0,0,1,0,0,0,0,0,0,   0
0,0,-1,0,-1,0,1,0,0,    0,0,0,1,0,0,0,0,0,   0
0,0,1,-1,1,0,-1,0,0,    1,0,0,0,0,0,0,0,0,   0
-1,0,-1,1,-1,0,1,0,0,   0,0,0,0,0,0,0,1,0,   0
1,0,1,-1,1,0,-1,-1,0,   0,0,0,0,0,1,0,0,0,   0
-1,0,-1,1,-1,-1,1,1,0,  0,1,0,0,0,0,0,0,0,   0
1,-1,1,-1,1,1,-1,-1,0,  0,0,0,0,0,0,0,0,1,   0
0,0,0,0,0,0,0,0,0,      0,0,0,0,1,0,0,0,0,   1
0,0,0,0,-1,0,0,0,0,     0,0,1,0,0,0,0,0,0,  -1
0,0,-1,0,1,0,0,0,0,     0,0,0,0,0,1,0,0,0,   1
0,0,1,0,-1,-1,0,0,0,    0,0,0,0,0,0,1,0,0,  -1
0,0,-1,0,1,1,-1,0,0,    0,0,0,1,0,0,0,0,0,   1
0,0,0,0,0,0,0,0,0,      0,1,0,0,0,0,0,0,0,   0
0,-1,0,0,0,0,0,0,0,     0,0,0,0,0,0,1,0,0,   0
0,1,0,0,0,0,-1,0,0,     0,0,0,0,0,1,0,0,0,   0
0,-1,0,0,0,-1,1,0,0,    0,0,1,0,0,0,0,0,0,   0
0,1,-1,0,0,1,-1,0,0,    0,0,0,1,0,0,0,0,0,   0
0,-1,1,-1,0,-1,1,0,0,   0,0,0,0,0,0,0,1,0,   0
0,1,-1,1,0,1,-1,-1,0,   0,0,0,0,0,0,0,0,1,   0
0,-1,1,-1,0,-1,1,1,-1,  1,0,0,0,0,0,0,0,0,   0
-1,1,-1,1,0,1,-1,-1,1,  0,0,0,0,1,0,0,0,0,   0
0,0,0,0,0,0,0,0,0,      0,0,0,0,0,0,1,0,0,   1
0,0,0,0,0,0,-1,0,0,     0,0,0,0,0,1,0,0,0,  -1
0,0,0,0,0,-1,1,0,0,     0,0,1,0,0,0,0,0,0,   1
0,0,-1,0,0,1,-1,0,0,    0,0,0,0,0,0,0,1,0,  -1
0,0,1,0,0,-1,1,-1,0,    0,0,0,0,1,0,0,0,0,   1
0,0,0,0,0,0,0,0,0,      0,0,0,0,0,0,0,1,0,   0
0,0,0,0,0,0,0,-1,0,     0,0,1,0,0,0,0,0,0,   0
0,0,-1,0,0,0,0,1,0,     0,0,0,0,0,0,1,0,0,   0
0,0,1,0,0,0,-1,-1,0,    0,1,0,0,0,0,0,0,0,   0
0,-1,-1,0,0,0,1,1,0,    0,0,0,0,0,1,0,0,0,   0
0,1,1,0,0,-1,-1,-1,0,   0,0,0,0,0,0,0,0,1,   0
0,-1,-1,0,0,1,1,1,-1,   1,0,0,0,0,0,0,0,0,   0
-1,1,1,0,0,-1,-1,-1,1,  0,0,0,0,1,0,0,0,0,   0
1,-1,-1,0,-1,1,1,1,-1,  0,0,0,1,0,0,0,0,0,   0
0,0,0,0,0,0,0,0,0,      0,0,0,0,0,0,0,0,1,   0
0,0,0,0,0,0,0,0,-1,     1,0,0,0,0,0,0,0,0,   0
-1,0,0,0,0,0,0,0,1,     0,0,0,1,0,0,0,0,0,   0
1,0,0,-1,0,0,0,0,-1,    0,0,0,0,0,0,1,0,0,   0
-1,0,0,1,0,0,-1,0,1,    0,1,0,0,0,0,0,0,0,   0
1,-1,0,-1,0,0,1,0,-1,   0,0,1,0,0,0,0,0,0,   0
-1,1,-1,1,0,0,-1,0,1,   0,0,0,0,0,1,0,0,0,   0
1,-1,1,-1,0,-1,1,0,-1,  0,0,0,0,0,0,0,1,0,   0
-1,1,-1,1,0,1,-1,-1,1,  0,0,0,0,1,0,0,0,0,   0
0,0,0,0,0,0,0,0,0,      0,0,0,0,1,0,0,0,0,   1
0,0,0,0,-1,0,0,0,0,     0,0,0,0,0,0,0,0,1,  -1
0,0,0,0,1,0,0,0,-1,     0,1,0,0,0,0,0,0,0,   1
0,-1,0,0,-1,0,0,0,1,    0,0,0,0,0,1,0,0,0,  -1
0,1,0,0,1,-1,0,0,-1,    0,0,0,0,0,0,0,1,0,   1
0,0,0,0,0,0,0,0,0,      0,1,0,0,0,0,0,0,0,   0
0,-1,0,0,0,0,0,0,0,     0,0,0,0,1,0,0,0,0,   0
0,1,0,0,-1,0,0,0,0,     0,0,0,0,0,0,0,1,0,   0
0,-1,0,0,1,0,0,-1,0,    0,0,1,0,0,0,0,0,0,   0
0,1,-1,0,-1,0,0,1,0,    0,0,0,0,0,1,0,0,0,   0
0,-1,1,0,1,-1,0,-1,0,   0,0,0,0,0,0,0,0,1,   0
0,1,-1,0,-1,1,0,1,-1,   1,0,0,0,0,0,0,0,0,   0
